activity,timestamp,case
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_7010
Coarse Screens,1969-12-31 16:00:00+00:00,case_8321
Fine Screens,1969-12-31 17:00:00+00:00,case_8321
Compacted Screenings,1969-12-31 18:00:00+00:00,case_8321
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_8321
Coarse Screens,1969-12-31 16:00:00+00:00,case_2559
Fine Screens,1969-12-31 17:00:00+00:00,case_2559
Compacted Screenings,1969-12-31 18:00:00+00:00,case_2559
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_2559
Coarse Screens,1969-12-31 16:00:00+00:00,case_1160
Fine Screens,1969-12-31 17:00:00+00:00,case_1160
Compacted Screenings,1969-12-31 18:00:00+00:00,case_1160
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_1160
Coarse Screens,1969-12-31 16:00:00+00:00,case_3760
Fine Screens,1969-12-31 17:00:00+00:00,case_3760
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_3760
Sludge Grinder,1969-12-31 19:00:00+00:00,case_3760
Blend Tank,1969-12-31 20:00:00+00:00,case_3760
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_3760
Storage Tank,1969-12-31 22:00:00+00:00,case_3760
Disposal to Landfill,1969-12-31 23:00:00+00:00,case_3760
Coarse Screens,1969-12-31 16:00:00+00:00,case_6612
Fine Screens,1969-12-31 17:00:00+00:00,case_6612
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_6612
Sludge Grinder,1969-12-31 19:00:00+00:00,case_6612
Blend Tank,1969-12-31 20:00:00+00:00,case_6612
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_6612
Coarse Screens,1969-12-31 16:00:00+00:00,case_6982
Fine Screens,1969-12-31 17:00:00+00:00,case_6982
Compacted Screenings,1969-12-31 18:00:00+00:00,case_6982
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_6982
Coarse Screens,1969-12-31 16:00:00+00:00,case_9790
Fine Screens,1969-12-31 17:00:00+00:00,case_9790
Compacted Screenings,1969-12-31 18:00:00+00:00,case_9790
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_9790
Coarse Screens,1969-12-31 16:00:00+00:00,case_4418
Fine Screens,1969-12-31 17:00:00+00:00,case_4418
Compacted Screenings,1969-12-31 18:00:00+00:00,case_4418
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_4418
Coarse Screens,1969-12-31 16:00:00+00:00,case_1319
Fine Screens,1969-12-31 17:00:00+00:00,case_1319
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_1319
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_1319
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_1319
Bio-reactor Tanks,1969-12-31 21:00:00+00:00,case_1319
Final Clarifier,1969-12-31 22:00:00+00:00,case_1319
Chlorine Contact Basin,1969-12-31 23:00:00+00:00,case_1319
Pond,1970-01-01 00:00:00+00:00,case_1319
De-chlorination Pond,1970-01-01 01:00:00+00:00,case_1319
Effluent Pumping Station,1970-01-01 02:00:00+00:00,case_1319
Coarse Screens,1969-12-31 16:00:00+00:00,case_8407
Fine Screens,1969-12-31 17:00:00+00:00,case_8407
Compacted Screenings,1969-12-31 18:00:00+00:00,case_8407
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_8407
Coarse Screens,1969-12-31 16:00:00+00:00,case_9818
Fine Screens,1969-12-31 17:00:00+00:00,case_9818
Compacted Screenings,1969-12-31 18:00:00+00:00,case_9818
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_9818
Coarse Screens,1969-12-31 16:00:00+00:00,case_810
Fine Screens,1969-12-31 17:00:00+00:00,case_810
Compacted Screenings,1969-12-31 18:00:00+00:00,case_810
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_810
Coarse Screens,1969-12-31 16:00:00+00:00,case_3504
Fine Screens,1969-12-31 17:00:00+00:00,case_3504
Compacted Screenings,1969-12-31 18:00:00+00:00,case_3504
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_3504
Coarse Screens,1969-12-31 16:00:00+00:00,case_1826
Fine Screens,1969-12-31 17:00:00+00:00,case_1826
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_1826
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_1826
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_1826
Bio-reactor Tanks,1969-12-31 21:00:00+00:00,case_1826
Bio-reactor Tanks,1969-12-31 22:00:00+00:00,case_1826
Gravity Thickening,1969-12-31 23:00:00+00:00,case_1826
Blend Tank,1970-01-01 00:00:00+00:00,case_1826
Anaerobic Digester,1970-01-01 01:00:00+00:00,case_1826
Storage Tank,1970-01-01 02:00:00+00:00,case_1826
Disposal to Landfill,1970-01-01 03:00:00+00:00,case_1826
Coarse Screens,1969-12-31 16:00:00+00:00,case_4893
Fine Screens,1969-12-31 17:00:00+00:00,case_4893
Compacted Screenings,1969-12-31 18:00:00+00:00,case_4893
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_4893
Coarse Screens,1969-12-31 16:00:00+00:00,case_7022
Fine Screens,1969-12-31 17:00:00+00:00,case_7022
Compacted Screenings,1969-12-31 18:00:00+00:00,case_7022
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_7022
Coarse Screens,1969-12-31 16:00:00+00:00,case_6074
Fine Screens,1969-12-31 17:00:00+00:00,case_6074
Compacted Screenings,1969-12-31 18:00:00+00:00,case_6074
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_6074
Coarse Screens,1969-12-31 16:00:00+00:00,case_6014
Fine Screens,1969-12-31 17:00:00+00:00,case_6014
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_6014
Sludge Grinder,1969-12-31 19:00:00+00:00,case_6014
Blend Tank,1969-12-31 20:00:00+00:00,case_6014
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_6014
Coarse Screens,1969-12-31 16:00:00+00:00,case_9719
Fine Screens,1969-12-31 17:00:00+00:00,case_9719
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_9719
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_9719
Gravity Thickening,1969-12-31 20:00:00+00:00,case_9719
Blend Tank,1969-12-31 21:00:00+00:00,case_9719
Anaerobic Digester,1969-12-31 22:00:00+00:00,case_9719
Coarse Screens,1969-12-31 16:00:00+00:00,case_8561
Fine Screens,1969-12-31 17:00:00+00:00,case_8561
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_8561
Sludge Grinder,1969-12-31 19:00:00+00:00,case_8561
Blend Tank,1969-12-31 20:00:00+00:00,case_8561
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_8561
Coarse Screens,1969-12-31 16:00:00+00:00,case_7921
Fine Screens,1969-12-31 17:00:00+00:00,case_7921
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_7921
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_7921
Final Clarifier,1969-12-31 20:00:00+00:00,case_7921
Chlorine Contact Basin,1969-12-31 21:00:00+00:00,case_7921
Pond,1969-12-31 22:00:00+00:00,case_7921
De-chlorination Pond,1969-12-31 23:00:00+00:00,case_7921
Cascade Aerator,1970-01-01 00:00:00+00:00,case_7921
Coarse Screens,1969-12-31 16:00:00+00:00,case_5925
Fine Screens,1969-12-31 17:00:00+00:00,case_5925
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_5925
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_5925
Final Clarifier,1969-12-31 20:00:00+00:00,case_5925
Chlorine Contact Basin,1969-12-31 21:00:00+00:00,case_5925
Pond,1969-12-31 22:00:00+00:00,case_5925
De-chlorination Pond,1969-12-31 23:00:00+00:00,case_5925
Cascade Aerator,1970-01-01 00:00:00+00:00,case_5925
Coarse Screens,1969-12-31 16:00:00+00:00,case_4552
Fine Screens,1969-12-31 17:00:00+00:00,case_4552
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_4552
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_4552
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_4552
Bio-reactor Tanks,1969-12-31 21:00:00+00:00,case_4552
Dissolved-Air Flotation Thickening,1969-12-31 22:00:00+00:00,case_4552
Blend Tank,1969-12-31 23:00:00+00:00,case_4552
Anaerobic Digester,1970-01-01 00:00:00+00:00,case_4552
Storage Tank,1970-01-01 01:00:00+00:00,case_4552
Disposal to Landfill,1970-01-01 02:00:00+00:00,case_4552
Coarse Screens,1969-12-31 16:00:00+00:00,case_4945
Fine Screens,1969-12-31 17:00:00+00:00,case_4945
Compacted Screenings,1969-12-31 18:00:00+00:00,case_4945
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_4945
Coarse Screens,1969-12-31 16:00:00+00:00,case_8600
Fine Screens,1969-12-31 17:00:00+00:00,case_8600
Compacted Screenings,1969-12-31 18:00:00+00:00,case_8600
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_8600
Coarse Screens,1969-12-31 16:00:00+00:00,case_982
Fine Screens,1969-12-31 17:00:00+00:00,case_982
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_982
Sludge Grinder,1969-12-31 19:00:00+00:00,case_982
Blend Tank,1969-12-31 20:00:00+00:00,case_982
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_982
Storage Tank,1969-12-31 22:00:00+00:00,case_982
Disposal to Landfill,1969-12-31 23:00:00+00:00,case_982
Coarse Screens,1969-12-31 16:00:00+00:00,case_288
Fine Screens,1969-12-31 17:00:00+00:00,case_288
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_288
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_288
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_288
Gravity Thickening,1969-12-31 21:00:00+00:00,case_288
Blend Tank,1969-12-31 22:00:00+00:00,case_288
Anaerobic Digester,1969-12-31 23:00:00+00:00,case_288
Storage Tank,1970-01-01 00:00:00+00:00,case_288
Disposal to Landfill,1970-01-01 01:00:00+00:00,case_288
Coarse Screens,1969-12-31 16:00:00+00:00,case_1017
Fine Screens,1969-12-31 17:00:00+00:00,case_1017
Compacted Screenings,1969-12-31 18:00:00+00:00,case_1017
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_1017
Coarse Screens,1969-12-31 16:00:00+00:00,case_4165
Fine Screens,1969-12-31 17:00:00+00:00,case_4165
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_4165
Sludge Grinder,1969-12-31 19:00:00+00:00,case_4165
Blend Tank,1969-12-31 20:00:00+00:00,case_4165
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_4165
Storage Tank,1969-12-31 22:00:00+00:00,case_4165
Disposal to Landfill,1969-12-31 23:00:00+00:00,case_4165
Coarse Screens,1969-12-31 16:00:00+00:00,case_5950
Fine Screens,1969-12-31 17:00:00+00:00,case_5950
Compacted Screenings,1969-12-31 18:00:00+00:00,case_5950
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_5950
Coarse Screens,1969-12-31 16:00:00+00:00,case_1468
Fine Screens,1969-12-31 17:00:00+00:00,case_1468
Compacted Screenings,1969-12-31 18:00:00+00:00,case_1468
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_1468
Coarse Screens,1969-12-31 16:00:00+00:00,case_7430
Fine Screens,1969-12-31 17:00:00+00:00,case_7430
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_7430
Sludge Grinder,1969-12-31 19:00:00+00:00,case_7430
Blend Tank,1969-12-31 20:00:00+00:00,case_7430
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_7430
Coarse Screens,1969-12-31 16:00:00+00:00,case_9173
Fine Screens,1969-12-31 17:00:00+00:00,case_9173
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_9173
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_9173
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_9173
Bio-reactor Tanks,1969-12-31 21:00:00+00:00,case_9173
Dissolved-Air Flotation Thickening,1969-12-31 22:00:00+00:00,case_9173
Blend Tank,1969-12-31 23:00:00+00:00,case_9173
Anaerobic Digester,1970-01-01 00:00:00+00:00,case_9173
Storage Tank,1970-01-01 01:00:00+00:00,case_9173
Disposal to Landfill,1970-01-01 02:00:00+00:00,case_9173
Coarse Screens,1969-12-31 16:00:00+00:00,case_8522
Fine Screens,1969-12-31 17:00:00+00:00,case_8522
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_8522
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_8522
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_8522
Final Clarifier,1969-12-31 21:00:00+00:00,case_8522
Chlorine Contact Basin,1969-12-31 22:00:00+00:00,case_8522
Pond,1969-12-31 23:00:00+00:00,case_8522
De-chlorination Pond,1970-01-01 00:00:00+00:00,case_8522
Cascade Aerator,1970-01-01 01:00:00+00:00,case_8522
Coarse Screens,1969-12-31 16:00:00+00:00,case_1569
Fine Screens,1969-12-31 17:00:00+00:00,case_1569
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_1569
Sludge Grinder,1969-12-31 19:00:00+00:00,case_1569
Blend Tank,1969-12-31 20:00:00+00:00,case_1569
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_1569
Coarse Screens,1969-12-31 16:00:00+00:00,case_27
Fine Screens,1969-12-31 17:00:00+00:00,case_27
Compacted Screenings,1969-12-31 18:00:00+00:00,case_27
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_27
Coarse Screens,1969-12-31 16:00:00+00:00,case_9271
Fine Screens,1969-12-31 17:00:00+00:00,case_9271
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_9271
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_9271
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_9271
Gravity Thickening,1969-12-31 21:00:00+00:00,case_9271
Blend Tank,1969-12-31 22:00:00+00:00,case_9271
Anaerobic Digester,1969-12-31 23:00:00+00:00,case_9271
Coarse Screens,1969-12-31 16:00:00+00:00,case_4634
Fine Screens,1969-12-31 17:00:00+00:00,case_4634
Compacted Screenings,1969-12-31 18:00:00+00:00,case_4634
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_4634
Coarse Screens,1969-12-31 16:00:00+00:00,case_7099
Fine Screens,1969-12-31 17:00:00+00:00,case_7099
Compacted Screenings,1969-12-31 18:00:00+00:00,case_7099
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_7099
Coarse Screens,1969-12-31 16:00:00+00:00,case_4282
Fine Screens,1969-12-31 17:00:00+00:00,case_4282
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_4282
Sludge Grinder,1969-12-31 19:00:00+00:00,case_4282
Blend Tank,1969-12-31 20:00:00+00:00,case_4282
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_4282
Storage Tank,1969-12-31 22:00:00+00:00,case_4282
Disposal to Landfill,1969-12-31 23:00:00+00:00,case_4282
Coarse Screens,1969-12-31 16:00:00+00:00,case_4438
Fine Screens,1969-12-31 17:00:00+00:00,case_4438
Compacted Screenings,1969-12-31 18:00:00+00:00,case_4438
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_4438
Coarse Screens,1969-12-31 16:00:00+00:00,case_3250
Fine Screens,1969-12-31 17:00:00+00:00,case_3250
Compacted Screenings,1969-12-31 18:00:00+00:00,case_3250
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_3250
Coarse Screens,1969-12-31 16:00:00+00:00,case_7431
Fine Screens,1969-12-31 17:00:00+00:00,case_7431
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_7431
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_7431
Final Clarifier,1969-12-31 20:00:00+00:00,case_7431
Chlorine Contact Basin,1969-12-31 21:00:00+00:00,case_7431
Pond,1969-12-31 22:00:00+00:00,case_7431
De-chlorination Pond,1969-12-31 23:00:00+00:00,case_7431
Effluent Pumping Station,1970-01-01 00:00:00+00:00,case_7431
Coarse Screens,1969-12-31 16:00:00+00:00,case_8809
Fine Screens,1969-12-31 17:00:00+00:00,case_8809
Compacted Screenings,1969-12-31 18:00:00+00:00,case_8809
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_8809
Coarse Screens,1969-12-31 16:00:00+00:00,case_5083
Fine Screens,1969-12-31 17:00:00+00:00,case_5083
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_5083
Sludge Grinder,1969-12-31 19:00:00+00:00,case_5083
Blend Tank,1969-12-31 20:00:00+00:00,case_5083
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_5083
Storage Tank,1969-12-31 22:00:00+00:00,case_5083
Disposal to Landfill,1969-12-31 23:00:00+00:00,case_5083
Coarse Screens,1969-12-31 16:00:00+00:00,case_2649
Fine Screens,1969-12-31 17:00:00+00:00,case_2649
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_2649
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_2649
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_2649
Bio-reactor Tanks,1969-12-31 21:00:00+00:00,case_2649
Final Clarifier,1969-12-31 22:00:00+00:00,case_2649
Chlorine Contact Basin,1969-12-31 23:00:00+00:00,case_2649
Pond,1970-01-01 00:00:00+00:00,case_2649
De-chlorination Pond,1970-01-01 01:00:00+00:00,case_2649
Cascade Aerator,1970-01-01 02:00:00+00:00,case_2649
Coarse Screens,1969-12-31 16:00:00+00:00,case_2693
Fine Screens,1969-12-31 17:00:00+00:00,case_2693
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_2693
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_2693
Final Clarifier,1969-12-31 20:00:00+00:00,case_2693
Chlorine Contact Basin,1969-12-31 21:00:00+00:00,case_2693
Pond,1969-12-31 22:00:00+00:00,case_2693
De-chlorination Pond,1969-12-31 23:00:00+00:00,case_2693
Cascade Aerator,1970-01-01 00:00:00+00:00,case_2693
Coarse Screens,1969-12-31 16:00:00+00:00,case_3526
Fine Screens,1969-12-31 17:00:00+00:00,case_3526
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_3526
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_3526
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_3526
Bio-reactor Tanks,1969-12-31 21:00:00+00:00,case_3526
Bio-reactor Tanks,1969-12-31 22:00:00+00:00,case_3526
Final Clarifier,1969-12-31 23:00:00+00:00,case_3526
Chlorine Contact Basin,1970-01-01 00:00:00+00:00,case_3526
Pond,1970-01-01 01:00:00+00:00,case_3526
De-chlorination Pond,1970-01-01 02:00:00+00:00,case_3526
Effluent Pumping Station,1970-01-01 03:00:00+00:00,case_3526
Coarse Screens,1969-12-31 16:00:00+00:00,case_2764
Fine Screens,1969-12-31 17:00:00+00:00,case_2764
Compacted Screenings,1969-12-31 18:00:00+00:00,case_2764
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_2764
Coarse Screens,1969-12-31 16:00:00+00:00,case_5143
Fine Screens,1969-12-31 17:00:00+00:00,case_5143
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_5143
Sludge Grinder,1969-12-31 19:00:00+00:00,case_5143
Blend Tank,1969-12-31 20:00:00+00:00,case_5143
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_5143
Coarse Screens,1969-12-31 16:00:00+00:00,case_9728
Fine Screens,1969-12-31 17:00:00+00:00,case_9728
Compacted Screenings,1969-12-31 18:00:00+00:00,case_9728
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_9728
Coarse Screens,1969-12-31 16:00:00+00:00,case_155
Fine Screens,1969-12-31 17:00:00+00:00,case_155
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_155
Sludge Grinder,1969-12-31 19:00:00+00:00,case_155
Blend Tank,1969-12-31 20:00:00+00:00,case_155
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_155
Coarse Screens,1969-12-31 16:00:00+00:00,case_3982
Fine Screens,1969-12-31 17:00:00+00:00,case_3982
Compacted Screenings,1969-12-31 18:00:00+00:00,case_3982
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_3982
Coarse Screens,1969-12-31 16:00:00+00:00,case_1892
Fine Screens,1969-12-31 17:00:00+00:00,case_1892
Compacted Screenings,1969-12-31 18:00:00+00:00,case_1892
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_1892
Coarse Screens,1969-12-31 16:00:00+00:00,case_7743
Fine Screens,1969-12-31 17:00:00+00:00,case_7743
Compacted Screenings,1969-12-31 18:00:00+00:00,case_7743
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_7743
Coarse Screens,1969-12-31 16:00:00+00:00,case_8662
Fine Screens,1969-12-31 17:00:00+00:00,case_8662
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_8662
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_8662
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_8662
Gravity Thickening,1969-12-31 21:00:00+00:00,case_8662
Blend Tank,1969-12-31 22:00:00+00:00,case_8662
Anaerobic Digester,1969-12-31 23:00:00+00:00,case_8662
Coarse Screens,1969-12-31 16:00:00+00:00,case_9354
Fine Screens,1969-12-31 17:00:00+00:00,case_9354
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_9354
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_9354
Final Clarifier,1969-12-31 20:00:00+00:00,case_9354
Chlorine Contact Basin,1969-12-31 21:00:00+00:00,case_9354
Pond,1969-12-31 22:00:00+00:00,case_9354
De-chlorination Pond,1969-12-31 23:00:00+00:00,case_9354
Effluent Pumping Station,1970-01-01 00:00:00+00:00,case_9354
Coarse Screens,1969-12-31 16:00:00+00:00,case_6218
Fine Screens,1969-12-31 17:00:00+00:00,case_6218
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_6218
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_6218
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_6218
Bio-reactor Tanks,1969-12-31 21:00:00+00:00,case_6218
Bio-reactor Tanks,1969-12-31 22:00:00+00:00,case_6218
Bio-reactor Tanks,1969-12-31 23:00:00+00:00,case_6218
Gravity Thickening,1970-01-01 00:00:00+00:00,case_6218
Blend Tank,1970-01-01 01:00:00+00:00,case_6218
Anaerobic Digester,1970-01-01 02:00:00+00:00,case_6218
Storage Tank,1970-01-01 03:00:00+00:00,case_6218
Disposal to Landfill,1970-01-01 04:00:00+00:00,case_6218
Coarse Screens,1969-12-31 16:00:00+00:00,case_4406
Fine Screens,1969-12-31 17:00:00+00:00,case_4406
Compacted Screenings,1969-12-31 18:00:00+00:00,case_4406
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_4406
Coarse Screens,1969-12-31 16:00:00+00:00,case_8668
Fine Screens,1969-12-31 17:00:00+00:00,case_8668
Compacted Screenings,1969-12-31 18:00:00+00:00,case_8668
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_8668
Coarse Screens,1969-12-31 16:00:00+00:00,case_5515
Fine Screens,1969-12-31 17:00:00+00:00,case_5515
Compacted Screenings,1969-12-31 18:00:00+00:00,case_5515
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_5515
Coarse Screens,1969-12-31 16:00:00+00:00,case_4709
Fine Screens,1969-12-31 17:00:00+00:00,case_4709
Compacted Screenings,1969-12-31 18:00:00+00:00,case_4709
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_4709
Coarse Screens,1969-12-31 16:00:00+00:00,case_1444
Fine Screens,1969-12-31 17:00:00+00:00,case_1444
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_1444
Sludge Grinder,1969-12-31 19:00:00+00:00,case_1444
Blend Tank,1969-12-31 20:00:00+00:00,case_1444
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_1444
Coarse Screens,1969-12-31 16:00:00+00:00,case_2218
Fine Screens,1969-12-31 17:00:00+00:00,case_2218
Compacted Screenings,1969-12-31 18:00:00+00:00,case_2218
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_2218
Coarse Screens,1969-12-31 16:00:00+00:00,case_9902
Fine Screens,1969-12-31 17:00:00+00:00,case_9902
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_9902
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_9902
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_9902
Bio-reactor Tanks,1969-12-31 21:00:00+00:00,case_9902
Final Clarifier,1969-12-31 22:00:00+00:00,case_9902
Chlorine Contact Basin,1969-12-31 23:00:00+00:00,case_9902
Pond,1970-01-01 00:00:00+00:00,case_9902
De-chlorination Pond,1970-01-01 01:00:00+00:00,case_9902
Effluent Pumping Station,1970-01-01 02:00:00+00:00,case_9902
Coarse Screens,1969-12-31 16:00:00+00:00,case_3295
Fine Screens,1969-12-31 17:00:00+00:00,case_3295
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_3295
Sludge Grinder,1969-12-31 19:00:00+00:00,case_3295
Blend Tank,1969-12-31 20:00:00+00:00,case_3295
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_3295
Storage Tank,1969-12-31 22:00:00+00:00,case_3295
Disposal to Landfill,1969-12-31 23:00:00+00:00,case_3295
Coarse Screens,1969-12-31 16:00:00+00:00,case_8216
Fine Screens,1969-12-31 17:00:00+00:00,case_8216
Compacted Screenings,1969-12-31 18:00:00+00:00,case_8216
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_8216
Coarse Screens,1969-12-31 16:00:00+00:00,case_9247
Fine Screens,1969-12-31 17:00:00+00:00,case_9247
Compacted Screenings,1969-12-31 18:00:00+00:00,case_9247
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_9247
Coarse Screens,1969-12-31 16:00:00+00:00,case_9985
Fine Screens,1969-12-31 17:00:00+00:00,case_9985
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_9985
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_9985
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_9985
Bio-reactor Tanks,1969-12-31 21:00:00+00:00,case_9985
Final Clarifier,1969-12-31 22:00:00+00:00,case_9985
Chlorine Contact Basin,1969-12-31 23:00:00+00:00,case_9985
Pond,1970-01-01 00:00:00+00:00,case_9985
De-chlorination Pond,1970-01-01 01:00:00+00:00,case_9985
Effluent Pumping Station,1970-01-01 02:00:00+00:00,case_9985
Coarse Screens,1969-12-31 16:00:00+00:00,case_7429
Fine Screens,1969-12-31 17:00:00+00:00,case_7429
Compacted Screenings,1969-12-31 18:00:00+00:00,case_7429
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_7429
Coarse Screens,1969-12-31 16:00:00+00:00,case_5084
Fine Screens,1969-12-31 17:00:00+00:00,case_5084
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_5084
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_5084
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_5084
Bio-reactor Tanks,1969-12-31 21:00:00+00:00,case_5084
Dissolved-Air Flotation Thickening,1969-12-31 22:00:00+00:00,case_5084
Blend Tank,1969-12-31 23:00:00+00:00,case_5084
Anaerobic Digester,1970-01-01 00:00:00+00:00,case_5084
Coarse Screens,1969-12-31 16:00:00+00:00,case_7383
Fine Screens,1969-12-31 17:00:00+00:00,case_7383
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_7383
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_7383
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_7383
Gravity Thickening,1969-12-31 21:00:00+00:00,case_7383
Blend Tank,1969-12-31 22:00:00+00:00,case_7383
